"27536, Marmelaadisuhkur, DAN SUKKER, 330 g","4507, Vanillisuhkur, RUF, 10 tk","9119, Kookospalmisuhkur plastpurgis, TERVISETOOTED, 500 g","6747, Moosisuhkur, DAN SUKKER, 1 kg","6749, Fariinsuhkur, DAN SUKKER, 500 g","6750, Kõva tükksuhkur, DAN SUKKER, 500 g","6874, Karamellsuhkur, DAN SUKKER, 500 g","32968, Kookospalmisuhkur, UNIQUE, 350 g","1185367, Valge suhkur, NORDIC SUGAR, 25 kg","6094, Pruun roosuhkur, DAN SUKKER, 750 g","30773, Kookospalmisuhkur, TERVISETOOTED, 250 g","6868, Ökoloogiline valge suhkur, DAN SUKKER, 1 kg","8688, Tume Muscovado suhkur, DAN SUKKER, 400 g","8689, Hele Muscovado suhkur, DAN SUKKER, 400 g","8845, Tarretisesuhkur, DAN SUKKER, 350 g","32969, Pruun roosuhkur (rafineerimata), SOL 'MARRON, 500 g","2281176, Suhkur, DIAMANT, 1 kg","4725, Vanilliinsuhkur, SANTA MARIA, 35 g","4726, Vanillisuhkur, SANTA MARIA, 20 g","6482, Tuhksuhkur, DAN SUKKER, 500 g","6745, Mini-tükksuhkur, DAN SUKKER, 500 g","6751, Kaneelisuhkur, DAN SUKKER, 330 g","6873, Suhkur Demerara, DAN SUKKER, 500 g","6062, Vanilliinsuhkur, ANATOLS, 20 g","6744, Tume tükksuhkur, DAN SUKKER, 500 g","6746, Ekstrapeen valge suhkur, DAN SUKKER, 1 kg","2477283, Tuhksuhkur erütritooli ja steviaga, GOOD GOOD, 350 g","6763, Vanillisuhkur, MEIRA, 85 g","31151, Vaniljesuhkur, DR.OETKER, 160 g","2545104, Ökoloogiline peedisuhkur, DAN SUKKER, 750 g","75043, Tuhksuhkur, DIAMANT, 250 g","1007330, BIO Agaavi suhkur, INTENSON, 200 g","1125188, Mahe datlisuhkur, GREENEST, 300 g","Suhkur 1 kg, DANSUKKER","Diamant valge suhkur 1 kg, DIAMANT","Pruun roosuhkur 750 g, DANSUKKER","Moosisuhkur 1 kg, DANSUKKER","Demerara suhkur Fairtrade 500 g, DANSUKKER","Tume tükksuhkur Fairtrade 500 g, DANSUKKER","Vanilliinsuhkur 225 g, XTRA","Vanillisuhkur 20 g, SANTA MARIA","Tuhksuhkur 500 g, DANSUKKER","Tükksuhkur 750 g, DANSUKKER","Viinamarjasuhkur 500 g, MÜLLER`S","Kõva tükksuhkur 500 g, DANSUKKER","Aito suhkur 1kg, AITO","Foodin mahe kookossuhkur 230 g, FOODIN","Rainbow tuhksuhkur 250 g, RAINBOW","Rainbow suhkur suhkrupeedist 1 kg, mahe, RAINBOW","Suhkur 1 kg, RAINBOW","Puuviljasuhkur 500 g, NOVARESE ZUCCHERI","Vaniljesuhkur 25g, VALEZS","Intenson BIO agaavi suhkur 200 g, mahe, INTENSON","Dansukker mini-tükksuhkur 500 g, DANSUKKER","King of Spices Vanillisuhkur 500 g, KING OF SPICES","Ökoloogiline peedisuhkur 750g, DANSUKKER","Suhkur 1 kg mahe, DANSUKKER","Karamellsuhkur pruun 500 g, DANSUKKER","Suhkur 5 g, 100 tk., DIAMANT","Organic Health orgaaniline India suhkur, 400 g, ORGANIC HEALTH","Diamant pruunsuhkur, 500 g, DIAMANT",Vanillisuhkur SANTA MARIA 20g,Vanilliinsuhkur SANTA MARIA 35g,Pruun tükksuhkur DAN SUKKER 500g,Mini-tükksuhkur DAN SUKKER 500g,Suhkur DEMERARA Dan Sukker 500g,Suhkur DAN SUKKER paberis 1kg,Tuhksuhkur DAN SUKKER 500g,Moosisuhkur DAN SUKKER 1kg,Fariinsuhkur DAN SUKKER 500g,Pruun roosuhkur DAN SUKKER 750g,Peensuhkur pakikest. MAXIMA FAVORIT50x5g,Pruun peensuhkur FAVORIT 50x5g,Vanillisuhkur KITCHEN MOOD 30g,Kookospalmi suhkur TERVISETOOTED 500g,Pruun suhkur FAVORIT 500g,Suhkur KITCHEN MOOD 1kg,Suhkur OPTIMA LINIJA paberis 1kg,Diamant suhkur 25kg,Dr.Oetker Vaniljesuhkur 160g,Meira Vanillsuhkur 85g,Santa Maria vanilliinsuhkur 35g,Anatols vanilliinsuhkur 20g,Santa Maria Vanillisuhkur 20g naturaalne,Diamant suhkur 1kg,Tervisetooted Kookospalmisuhkur 1kg,Terre Exotique Plaksuv suhkur 100g,Dansukker Hele suhkur Muscovado 400g,Dansukker Pärlsuhkur 500g,Dansukker tume suhkur Muscovado 400g,Billingtons Tuhksuhkur 500g,Billingtons Demerara suhkur 1kg,Billingtons peeneteraline küpsetussuhkur 1kg,Dansukker Ökoloogiline peedisuhkur 750g,Palmisuhkur 250g,Dansukker Multi Tarretisesuhkur 370g,Dansukker Tarretisesuhkur 350g,Dansukker ekstrapeen suhkur 1kg,Dansukker Ökoloogiline valge suhkur 1kg,Diamant pruun suhkur 500g,Dansukker pruun roosuhkur 750g,Suhkur 1kg granuleeritud,Billingtons Demerara Suhkur 500g,Dansukker Tuhksuhkur 500g,Nordic Sugar tükksuhkur 500g,Dansukker moosisuhkur 1kg,Dansukker karamellsuhkur 500g,Dansukker mini-tükksuhkur 500g,Dansukker fariinsuhkur 500g,Dansukker tume tükksuhkur 500g,Dansukker Demerara suhkur 500g,Dansukker valge suhkur 1kg,"812369, Suhkur Rimi Basic 1kg","801045, Suhkur Rimi 1kg","159776, Roosuhkur rafineerimata DanSukker 750g","813208, Pruun suhkur Rimi 500g","813219, Pruun suhkur Rimi 1kg","149478, Vanillisuhkur Dr.Oetker 16 g","144445, Vanillisuhkur Meira 85g","176715, Kookospalmi suhkur 250g","105053, Vanillisuhkur Santa Maria 20g","109409, Tuhksuhkur Dansukker 500g","812161, Vanilliinsuhkur Rimi Basic 35g","813551, Vanillisuhkur I Love Eco 100g","137399, Suhkur valge DanSukker ökoloogiline 1kg","179763, Pruun suhkur Demerara 500g","103248, Fariinsuhkur Dansukker 500g","105822, Suhkur Demerara Dansukker 500g","803687, Pruun suhkur Rimi 50x3g","803686, Suhkur Rimi 50x3g","103242, Tükksuhkur mini Dansukker 500g","170847, Muscovado suhkur tume Dansukker 400g","105495, Tükksuhkur tume Dansukker fairtrade 500g","103680, Suhkur moosisuhkur Dan Sukker 1kg","166213, Tükksuhkur Demerara 500g","1006562, Peedisuhkur ökoloogilne Dansukker 750g","6275, Suhkur Demerara, BILLINGTONS, 500 g","26938, Rafineerimata suhkur, BILLINGTONS, 1 kg","16360, Suhkur granuleeritud, BILLINGTONS, 1 kg","193845, Kohv lahustuv 3in1 pruun suhkur Nescafe 16,5g","30987, Vaniljesuhkur 20g, Kotanyi","Vaniljesuhkur 15 g, KOTANYI","6748, Suhkur, DAN SUKKER, 1 kg","4507, Vanillisuhkur 10 x 8 g, RUF, 80 g",Coopers Järelkääritussuhkur 250g,"814059, Ökoloogiline roosuhkur I Love Eco 750g","814060, Ökoloogiline kookossuhkur I Love Eco 400g",Diamant suhkur 2kg,"Granuleeritud suhkur 1 kg, BILLINGTON'S","Rafineerimata küpsetussuhkur 1000g, BILLINGTON`S","Dansukker tarretisesuhkur, 350 g, DANSUKKER","140112, Marmelaadisuhkur Dansukker 330g","Rafineerimata Demerara suhkur 500g, BILLINGTONS","Dansukker moosisuhkur mahetoode, 500 g, DANSUKKER","Urtekram maheroosuhkur 500 g, URTEKRAM","6998367, Moosisuhkur 1:1, DIAMANT, 1 kg",Viinamarjasuhkur MÜLLER'S MÜHLE 500g,Hele muscovado suhkur DAN SUKKER 400g,"Vaniljesuhkur DR.OETKER, 16g",Karamellsuhkur DANSUKER 500g,Granuleeritud suhkur BILLINGTON'S 1kg,Suhkur Demerara BILLINGTON'S 500g,Peeneteral.küpset.suhkur BILLINGTON'S1kg,Pärlsuhkur ALVO 50g,Suhkur DIAMANT 2kg,Suhkur EXTRA LINE 1kg,"Aito suhkur 1kg. Tootele kehtib hulgimüügi piirang 10TK. На т..., AITO","Aito suhkur 1kg., AITO",Ekstrapeen suhkur DAN SUKKER 1kg,Vanillisuhkur MEIRA 85g,"Aito suhkur 1kg. Tootele kehtib hulgimüügi piirang 10TK.На то..., AITO","Aito suhkur 1kg. Tootele kehtib hulgimüügi piirang 5TK.На тов..., AITO","Suhkur 1 kg Tootele kehtib hulgimüügi piirang 5TK.Натоваррасп..., RAINBOW",Tükksuhkur MAXIMA FAVORIT 500g,Suhkur DIAMANT 1kg
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,1.99,2.19,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,5.65,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.69,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,1.99,2.19,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,5.65,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,1.99,2.19,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.65,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.65,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.69,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.65,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.65,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.75,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.79,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.99,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.69,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.79,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.69,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.75,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.79,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.95,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.55,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
1.39,0.45,5.99,2.29,1.29,1.19,2.39,5.19,14.99,1.99,2.89,2.99,1.99,1.99,1.79,1.99,0.65,0.55,0.99,0.99,1.29,1.29,1.69,0.25,1.89,1.39,7.99,2.29,2.39,2.39,1.39,4.39,5.49,0.75,0.69,1.79,2.05,1.45,1.69,0.99,1.05,0.95,1.55,1.35,1.05,0.55,1.79,0.43,2.39,0.73,2.89,0.29,4.99,1.15,2.19,2.05,2.66,2.15,2.39,3.19,1.49,0.99,0.55,1.79,1.29,1.59,0.79,1.09,2.19,1.29,1.85,1.19,1.29,0.19,4.69,1.29,0.69,0.55,19.99,2.25,2.15,0.62,0.24,1.09,0.75,9.49,9.59,1.99,1.75,1.99,2.79,4.49,4.49,2.69,2.59,2.09,1.75,1.55,2.85,2.25,2.19,4.49,2.25,1.15,1.29,2.35,2.45,1.45,1.35,1.99,1.75,0.89,0.59,0.69,1.85,1.29,2.19,0.35,1.95,2.45,1.05,1.15,0.15,3.99,2.95,1.29,1.29,1.59,1.09,0.99,1.39,1.99,1.89,2.19,2.35,2.55,1.99,3.99,3.99,0.21,1.19,1.09,0.89,0.45,6.49,2.99,4.19,2.65,3.99,3.99,1.59,1.39,1.99,1.99,1.89,1.99,1.39,1.79,0.35,2.19,3.99,1.99,3.99,0.49,2.65,0.89,0.75,0.85,1.39,2.19,0.85,0.95,0.93,1.09,1.49
